,ticker,company,callOptionVolume,avgOptionVolume,increaseRelative2Avg,avgStockVolume,indicators,dataDate,exportedAt,expirationDate,baseSymbol,daysToExpiration,minPrice,maxPrice,finalPrice,firstPrice,minPriceDate,maxPriceDate,finalPriceDate,firstPriceDate
792,BLMN,Bloomin' Brands,11306.0,2975.0,280.0,2940000.0,Analyst Report,2020-10-12,2020-10-12,2020-11-02,BLMN,21,13.65999984741211,17.920000076293945,14.279999732971191,17.329999923706055,2020-10-30,2020-10-19,2020-11-02,2020-10-12
793,VAPO,Vapotherm,3573.0,992.0,260.2,577723.0,,2020-10-12,2020-10-12,2020-11-02,VAPO,21,28.139999389648438,32.09000015258789,29.950000762939453,29.709999084472656,2020-10-15,2020-10-23,2020-10-30,2020-10-12
794,ZYXI,Zynex,2583.0,782.0,230.3,774165.0,Heavy News Reporting,2020-10-12,2020-10-12,2020-11-02,ZYXI,21,12.619999885559082,18.950000762939453,12.8100004196167,15.199999809265137,2020-10-30,2020-10-12,2020-10-30,2020-10-12
795,VOD,Vodafone Group,17972.0,5616.0,220.0,3780000.0,,2020-10-12,2020-10-12,2020-11-02,VOD,21,13.199999809265137,14.930000305175781,13.8100004196167,14.770000457763672,2020-10-29,2020-10-23,2020-11-02,2020-10-12
796,VIRT,Virtu Financial,5841.0,2336.0,150.0,1500000.0,Analyst Downgrade,2020-10-12,2020-10-12,2020-11-02,VIRT,21,21.030000686645508,23.665000915527344,21.3799991607666,22.309999465942383,2020-10-30,2020-10-16,2020-10-30,2020-10-12
797,DKS,Dicks Sporting Goods,13485.0,5394.0,150.0,2630000.0,,2020-10-12,2020-10-12,2020-11-02,DKS,21,55.349998474121094,63.290000915527344,56.650001525878906,60.72999954223633,2020-10-29,2020-10-16,2020-10-30,2020-10-12
798,WRK,Westrock,4993.0,2080.0,140.0,2930000.0,Analyst Upgrade,2020-10-12,2020-10-12,2020-11-02,WRK,21,36.59000015258789,42.040000915527344,37.54999923706055,38.97999954223633,2020-10-29,2020-10-19,2020-10-30,2020-10-12
799,MNR,Monmouth R.E. Inv.,2097.0,47.0,4361.7,524611.0,Analyst Revision,2020-10-12,2020-10-12,2020-11-02,MNR,21,13.680000305175781,14.84000015258789,14.130000114440918,14.75,2020-10-29,2020-10-23,2020-11-02,2020-10-12
800,AGG,iShares Core U.S. Aggregate Bond ETF,4531.0,419.0,981.4,8510.0,Heavy News Reporting,2020-10-12,2020-10-12,2020-11-02,AGG,21,117.18000030517578,118.1500015258789,117.22000122070312,117.94999694824219,2020-11-02,2020-10-15,2020-11-02,2020-10-12
801,HUN,Huntsman,5104.0,823.0,520.2,2120000.0,,2020-10-12,2020-10-12,2020-11-02,HUN,21,22.59000015258789,25.65999984741211,25.030000686645508,24.56999969482422,2020-10-29,2020-10-23,2020-11-02,2020-10-12
802,ACMR,ACM Research,4173.0,851.0,390.4,563451.0,,2020-10-12,2020-10-12,2020-11-02,ACMR,21,65.51000213623047,82.66999816894531,70.37000274658203,77.79000091552734,2020-10-22,2020-10-12,2020-10-30,2020-10-12
803,LI,Li Auto,34765.0,9656.0,260.0,8870000.0,,2020-10-12,2020-10-12,2020-11-02,LI,21,17.610000610351562,23.299999237060547,22.8799991607666,19.15999984741211,2020-10-12,2020-11-02,2020-11-02,2020-10-12
804,LIVN,LivaNova,2513.0,22.0,11322.7,565338.0,Heavy News Reporting,2020-10-12,2020-10-12,2020-11-02,LIVN,21,49.27000045776367,57.77000045776367,50.34000015258789,56.849998474121094,2020-10-30,2020-10-19,2020-10-30,2020-10-12
805,IGMS,IGM Biosciences,4082.0,314.0,1200.0,124601.0,,2020-10-12,2020-10-12,2020-11-02,IGMS,21,51.060001373291016,82.74299621582031,52.38999938964844,76.02999877929688,2020-10-30,2020-10-13,2020-11-02,2020-10-12
806,BLK,BlackRock,3286.0,1729.0,90.1,968925.0,Earnings Announcement,2020-10-13,2020-10-13,2020-11-03,BLK,21,587.9000244140625,666.6400146484375,614.8699951171875,638.9600219726562,2020-10-30,2020-10-19,2020-11-02,2020-10-13
807,WSM,Williams-Sonoma,7240.0,1856.0,290.1,1360000.0,,2020-10-13,2020-10-13,2020-11-03,WSM,21,89.9000015258789,107.08999633789062,96.25,105.76000213623047,2020-10-30,2020-10-14,2020-11-03,2020-10-13
808,IGT,International Game Technology,10319.0,1186.0,770.1,2930000.0,,2020-10-13,2020-10-13,2020-11-03,IGT,21,7.679999828338623,11.0600004196167,9.050000190734863,10.65999984741211,2020-10-28,2020-10-13,2020-11-03,2020-10-13
809,LOOP,Loop Industries,2831.0,86.0,3191.9,60678.0,Earnings AnnouncementAnalyst DowngradeHigh Trading Volume,2020-10-13,2020-10-13,2020-11-03,LOOP,21,5.699999809265137,8.6899995803833,6.25,7.829999923706055,2020-10-29,2020-10-13,2020-11-02,2020-10-13
810,HWM,Howmet Aerospace,6560.0,417.0,1473.1,3930000.0,Heavy News Reporting,2020-10-13,2020-10-13,2020-11-03,HWM,21,16.56999969482422,19.15999984741211,18.6299991607666,17.850000381469727,2020-10-29,2020-10-23,2020-11-03,2020-10-13
811,GOSS,Gossamer Bio,3038.0,245.0,1140.0,525844.0,Analyst ReportHeavy News Reporting,2020-10-13,2020-10-13,2020-11-03,GOSS,21,7.920000076293945,10.739999771118164,8.479999542236328,10.09000015258789,2020-10-30,2020-10-13,2020-11-02,2020-10-13
812,VNQ,Vanguard Real Estate ETF,54566.0,5931.0,820.0,6590000.0,Heavy News Reporting,2020-10-13,2020-10-13,2020-11-03,VNQ,21,75.45999908447266,83.12000274658203,79.93000030517578,81.9800033569336,2020-10-29,2020-10-13,2020-11-03,2020-10-13
813,INMD,InMode,6799.0,1192.0,470.4,1030000.0,Analyst Report,2020-10-13,2020-10-13,2020-11-03,INMD,21,36.040000915527344,44.849998474121094,37.63999938964844,41.689998626708984,2020-10-30,2020-10-13,2020-11-02,2020-10-13
814,IWF,iShares Russell 1000 Growth ETF,12947.0,2442.0,430.2,2030000.0,Heavy News Reporting,2020-10-13,2020-10-13,2020-11-03,IWF,21,207.6300048828125,230.6199951171875,210.77000427246094,229.02999877929688,2020-10-30,2020-10-13,2020-11-02,2020-10-13
815,NRG,NRG Energy,3947.0,917.0,330.4,2740000.0,,2020-10-13,2020-10-13,2020-11-03,NRG,21,30.59000015258789,34.400001525878906,32.72999954223633,33.209999084472656,2020-10-29,2020-10-15,2020-11-03,2020-10-13
816,MCK,McKesson,4250.0,988.0,330.2,2550000.0,Analyst Downgrade,2020-10-13,2020-10-13,2020-11-03,MCK,21,141.32000732421875,163.24000549316406,160.00999450683594,151.63999938964844,2020-10-29,2020-11-03,2020-11-03,2020-10-13
817,FAST,Fastenal,7734.0,2274.0,240.1,4570000.0,Earnings AnnouncementDividend Announcement,2020-10-13,2020-10-13,2020-11-03,FAST,21,42.56999969482422,46.09000015258789,44.52000045776367,45.349998474121094,2020-10-29,2020-10-13,2020-11-02,2020-10-13
818,PACB,Pacific Biosciences of California,3243.0,1118.0,190.1,2490000.0,Analyst Report,2020-10-13,2020-10-13,2020-11-03,PACB,21,11.220000267028809,15.119999885559082,12.710000038146973,13.949999809265137,2020-11-03,2020-10-20,2020-11-03,2020-10-13
819,KTOS,Kratos Defense & Security Solutions,8351.0,2879.0,190.1,1240000.0,,2020-10-13,2020-10-13,2020-11-03,KTOS,21,18.219999313354492,21.739999771118164,20.15999984741211,20.959999084472656,2020-10-30,2020-10-23,2020-11-03,2020-10-13
820,CLVS,Clovis Oncology,17624.0,8812.0,100.0,6310000.0,,2020-10-13,2020-10-13,2020-11-03,CLVS,21,4.730000019073486,6.53000020980835,5.139999866485596,6.409999847412109,2020-11-02,2020-10-13,2020-11-03,2020-10-13
821,MGI,MoneyGram International,4417.0,1338.0,230.1,2170000.0,,2020-10-13,2020-10-13,2020-11-03,MGI,21,3.1500000953674316,5.920000076293945,4.769999980926514,3.8499999046325684,2020-10-13,2020-10-30,2020-11-03,2020-10-13
822,ALT,Altimmune,10944.0,3420.0,220.0,2620000.0,Analyst ReportHeavy News Reporting,2020-10-13,2020-10-13,2020-11-03,ALT,21,10.40999984741211,16.25,11.649999618530273,14.220000267028809,2020-10-29,2020-10-13,2020-11-03,2020-10-13
823,MGNI,Magnite,3387.0,1782.0,90.1,2240000.0,Heavy News Reporting,2020-10-13,2020-10-13,2020-11-03,MGNI,21,8.1899995803833,10.029999732971191,9.380000114440918,9.109999656677246,2020-10-13,2020-10-23,2020-11-03,2020-10-13
824,BB,BlackBerry,20027.0,8344.0,140.0,5190000.0,,2020-10-13,2020-10-13,2020-11-03,BB,21,4.440000057220459,5.25,4.670000076293945,5.139999866485596,2020-10-30,2020-10-14,2020-11-03,2020-10-13
825,VXRT,Vaxart,31100.0,15550.0,100.0,17650000.0,,2020-10-13,2020-10-13,2020-11-03,VXRT,21,4.849999904632568,8.430000305175781,4.980000019073486,7.670000076293945,2020-10-30,2020-10-13,2020-11-02,2020-10-13
826,TDOC,Teladoc Health,34923.0,20542.0,70.0,3160000.0,,2020-10-13,2020-10-13,2020-11-03,TDOC,21,186.5,236.8000030517578,190.39999389648438,231.8000030517578,2020-11-02,2020-10-13,2020-11-02,2020-10-13
827,LLNW,Limelight Networks,9862.0,3793.0,160.0,2520000.0,,2020-10-13,2020-10-13,2020-11-03,LLNW,21,3.430000066757202,7.039999961853027,3.7200000286102295,6.679999828338623,2020-10-30,2020-10-13,2020-11-03,2020-10-13
828,UNFI,United Natural Foods,7385.0,3516.0,110.0,1710000.0,Analyst Revision,2020-10-13,2020-10-13,2020-11-03,UNFI,21,14.229999542236328,20.360000610351562,15.140000343322754,18.40999984741211,2020-11-02,2020-10-19,2020-11-02,2020-10-13
829,ICPT,Intercept Pharmaceuticals,4024.0,1087.0,270.2,756213.0,Analyst DowngradeHeavy News Reporting,2020-10-13,2020-10-13,2020-11-03,ICPT,21,27.020000457763672,35.849998474121094,29.1299991607666,35.0,2020-10-30,2020-10-13,2020-11-03,2020-10-13
830,DIS,The Walt Disney,264305.0,146836.0,80.0,15320000.0,Analyst Upgrade,2020-10-13,2020-10-13,2020-11-03,DIS,21,117.2300033569336,131.36000061035156,120.12999725341797,128.9600067138672,2020-10-29,2020-10-13,2020-11-02,2020-10-13
831,CMG,Chipotle Mexican Grill,17028.0,8962.0,90.0,519682.0,Analyst ReportHeavy News Reporting,2020-10-13,2020-10-13,2020-11-03,CMG,21,1172.2900390625,1366.6600341796875,1188.5400390625,1325.219970703125,2020-11-02,2020-10-21,2020-11-02,2020-10-13
832,RUN,Sunrun,18972.0,7588.0,150.0,3760000.0,,2020-10-13,2020-10-13,2020-11-03,RUN,21,50.2599983215332,68.11000061035156,54.18000030517578,65.3499984741211,2020-10-30,2020-10-13,2020-11-02,2020-10-13
833,WDR,Waddell & Reed Financial,5722.0,111.0,5055.0,1120000.0,Heavy News Reporting,2020-10-14,2020-10-14,2020-11-04,WDR,21,15.050000190734863,18.020000457763672,16.290000915527344,17.780000686645508,2020-10-30,2020-10-16,2020-11-04,2020-10-14
834,MDRX,Allscripts Healthcare Solutions,2307.0,137.0,1583.9,2040000.0,Analyst DowngradeHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,MDRX,21,9.5600004196167,11.65999984741211,10.359999656677246,10.899999618530273,2020-10-29,2020-10-15,2020-11-03,2020-10-14
835,CUB,Cubic,2677.0,330.0,711.2,435511.0,,2020-10-14,2020-10-14,2020-11-04,CUB,21,56.81999969482422,62.09000015258789,60.630001068115234,58.720001220703125,2020-10-14,2020-10-20,2020-11-04,2020-10-14
836,KNDI,Kandi Technologies Group,21539.0,7179.0,200.0,2570000.0,,2020-10-14,2020-10-14,2020-11-04,KNDI,21,6.150000095367432,9.170000076293945,8.210000038146973,8.039999961853027,2020-10-30,2020-11-04,2020-11-04,2020-10-14
837,BHR,Braemar Hotels & Resorts,5011.0,1789.0,180.1,584949.0,Analyst Upgrade,2020-10-14,2020-10-14,2020-11-04,BHR,21,2.1700000762939453,2.569999933242798,2.5199999809265137,2.4100000858306885,2020-10-29,2020-11-03,2020-11-03,2020-10-14
838,FUV,Arcimoto,3049.0,1088.0,180.2,704115.0,,2020-10-14,2020-10-14,2020-11-04,FUV,21,5.099999904632568,7.849999904632568,5.730000019073486,7.309999942779541,2020-10-30,2020-10-15,2020-11-04,2020-10-14
839,AMC,AMC Entertainment,67414.0,28089.0,140.0,6840000.0,Analyst ReportHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,AMC,21,2.109999895095825,3.880000114440918,2.309999942779541,2.9600000381469727,2020-11-02,2020-10-19,2020-11-04,2020-10-14
840,XLC,Communication Services Select Sector SPDR Fund,6245.0,2838.0,120.0,4250000.0,Heavy News Reporting,2020-10-14,2020-10-14,2020-11-04,XLC,21,58.56999969482422,63.11000061035156,62.63999938964844,61.2400016784668,2020-10-30,2020-11-04,2020-11-04,2020-10-14
841,BIDU,Baidu,51787.0,24660.0,110.0,4100000.0,Analyst Downgrade,2020-10-14,2020-10-14,2020-11-04,BIDU,21,127.3499984741211,143.77000427246094,140.30999755859375,136.07000732421875,2020-10-14,2020-11-04,2020-11-04,2020-10-14
842,NIO,NIO,764342.0,363972.0,110.0,87430000.0,Analyst UpgradeHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,NIO,21,23.729999542236328,35.869998931884766,35.5,26.5,2020-10-14,2020-11-03,2020-11-03,2020-10-14
843,SLB,Schlumberger,28465.0,15813.0,80.0,16040000.0,Upcoming EarningsAnalyst ReportHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,SLB,21,13.699999809265137,16.510000228881836,15.760000228881836,15.949999809265137,2020-10-29,2020-10-14,2020-11-03,2020-10-14
844,GFI,Gold Fields,4139.0,2759.0,50.0,8130000.000000001,,2020-10-14,2020-10-14,2020-11-04,GFI,21,10.460000038146973,13.130000114440918,11.819999694824219,13.010000228881836,2020-10-29,2020-10-14,2020-11-03,2020-10-14
845,GPK,Graphic Packaging,10041.0,427.0,2251.5,3410000.0,Upcoming EarningsHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,GPK,21,13.140000343322754,14.819999694824219,13.800000190734863,14.4399995803833,2020-10-29,2020-10-20,2020-11-04,2020-10-14
846,VRT,Vertiv,5120.0,243.0,2007.0,2600000.0,Heavy News Reporting,2020-10-14,2020-10-14,2020-11-04,VRT,21,17.239999771118164,19.183000564575195,17.350000381469727,18.309999465942383,2020-11-04,2020-10-23,2020-11-04,2020-10-14
847,GRA,W. R. Grace & Co.,2209.0,157.0,1307.0,574400.0,,2020-10-14,2020-10-14,2020-11-04,GRA,21,40.59000015258789,48.869998931884766,43.0099983215332,43.72999954223633,2020-10-14,2020-10-23,2020-11-04,2020-10-14
848,HII,Huntington Ingalls Industries,2401.0,240.0,900.4,399530.0,,2020-10-14,2020-10-14,2020-11-04,HII,21,138.8000030517578,158.0,156.89999389648438,151.52999877929688,2020-10-29,2020-11-03,2020-11-03,2020-10-14
849,NLSN,Nielsen,9104.0,958.0,850.3,3830000.0,,2020-10-14,2020-10-14,2020-11-04,NLSN,21,13.130000114440918,14.75,14.029999732971191,13.84000015258789,2020-10-27,2020-11-02,2020-11-04,2020-10-14
850,RLGY,Realogy,6128.0,738.0,730.4,2660000.0,,2020-10-14,2020-10-14,2020-11-04,RLGY,21,9.449999809265137,12.380000114440918,12.140000343322754,10.649999618530273,2020-10-28,2020-11-03,2020-11-04,2020-10-14
851,OLN,Olin,7627.0,1525.0,400.1,3100000.0,,2020-10-14,2020-10-14,2020-11-04,OLN,21,16.030000686645508,18.510000228881836,18.3700008392334,17.559999465942383,2020-10-28,2020-11-03,2020-11-03,2020-10-14
852,SVMK,SVMK,2527.0,587.0,330.5,1200000.0,Heavy News Reporting,2020-10-14,2020-10-14,2020-11-04,SVMK,21,20.31999969482422,24.34000015258789,22.1200008392334,23.209999084472656,2020-11-02,2020-10-14,2020-11-04,2020-10-14
853,WSC,WillScot Mobile Mini,10094.0,427.0,2263.9,1390000.0,,2020-10-14,2020-10-14,2020-11-04,WSC,21,16.900999069213867,19.299999237060547,18.440000534057617,17.610000610351562,2020-10-15,2020-11-02,2020-11-04,2020-10-14
854,VOXX,VOXX International,3004.0,265.0,1033.6,138875.0,Heavy News Reporting,2020-10-14,2020-10-14,2020-11-04,VOXX,21,9.510000228881836,14.140000343322754,10.40999984741211,11.319999694824219,2020-10-19,2020-10-23,2020-11-04,2020-10-14
855,SNBR,Sleep Number,4230.0,755.0,460.3,534615.0,Analyst ReportHeavy News Reporting,2020-10-14,2020-10-14,2020-11-04,SNBR,21,56.75,67.72000122070312,67.06999969482422,58.16999816894531,2020-10-14,2020-11-03,2020-11-03,2020-10-14
856,ERF,Enerplus,4428.0,260.0,1603.1,1570000.0,Analyst Revision,2020-10-15,2020-10-15,2020-11-05,ERF,21,1.7000000476837158,2.119999885559082,1.7999999523162842,1.9299999475479126,2020-10-29,2020-10-23,2020-11-05,2020-10-15
857,SMSI,Smith Micro Software,3980.0,594.0,570.0,648680.0,Upcoming EarningsHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,SMSI,21,3.6700000762939453,4.389999866485596,3.9600000381469727,4.010000228881836,2020-10-15,2020-10-27,2020-11-05,2020-10-15
858,VRTX,Vertex Pharmaceuticals,11914.0,2054.0,480.0,1700000.0,Analyst ReportAnalyst RevisionHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,VRTX,21,202.57000732421875,232.4600067138672,215.08999633789062,215.27999877929688,2020-11-02,2020-10-15,2020-11-04,2020-10-15
859,CARS,Cars.com,5813.0,1186.0,390.1,976480.0,Analyst Upgrade,2020-10-15,2020-10-15,2020-11-05,CARS,21,7.230000019073486,10.149999618530273,8.75,10.0600004196167,2020-10-30,2020-10-16,2020-11-05,2020-10-15
860,AVXL,Anavex Life Sciences,4702.0,1068.0,340.3,731725.0,Heavy News Reporting,2020-10-15,2020-10-15,2020-11-05,AVXL,21,4.489999771118164,7.659999847412109,7.579999923706055,4.75,2020-10-15,2020-11-05,2020-11-05,2020-10-15
861,UL,The Unilever Group,2354.0,588.0,300.3,1290000.0,Analyst Report,2020-10-15,2020-10-15,2020-11-05,UL,21,56.400001525878906,62.93000030517578,60.86000061035156,62.29999923706055,2020-10-30,2020-10-19,2020-11-05,2020-10-15
862,TFC,Truist Financial,9435.0,2620.0,260.1,6610000.0,Earnings AnnouncementAnalyst RevisionHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,TFC,21,40.04999923706055,45.18000030517578,42.68000030517578,42.11000061035156,2020-10-29,2020-11-03,2020-11-04,2020-10-15
863,IBB,iShares Nasdaq Biotechnology ETF,35787.0,13254.0,170.0,3400000.0,Heavy News Reporting,2020-10-15,2020-10-15,2020-11-05,IBB,21,128.22999572753906,143.36000061035156,140.6999969482422,139.2100067138672,2020-11-02,2020-11-04,2020-11-04,2020-10-15
864,WBA,Walgreens Boots Alliance,45442.0,19757.0,130.0,6930000.0,Earnings AnnouncementAnalyst DowngradeAnalyst RevisionHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,WBA,21,33.36000061035156,38.220001220703125,37.529998779296875,37.63999938964844,2020-10-30,2020-10-15,2020-11-05,2020-10-15
865,NK,Nantkwest,3794.0,1649.0,130.1,1850000.0,Analyst UpgradeHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,NK,21,7.230000019073486,10.170000076293945,8.359999656677246,9.619999885559082,2020-11-02,2020-10-15,2020-11-05,2020-10-15
866,PK,Park Hotels & Resorts,5575.0,2423.0,130.1,6580000.0,Analyst Upgrade,2020-10-15,2020-10-15,2020-11-05,PK,21,9.3100004196167,11.029999732971191,10.479999542236328,10.079999923706055,2020-10-29,2020-11-03,2020-11-04,2020-10-15
867,ETM,Entercom Communications,5151.0,536.0,861.0,1450000.0,Heavy News Reporting,2020-10-15,2020-10-15,2020-11-05,ETM,21,1.3799999952316284,2.380000114440918,1.7100000381469727,1.4700000286102295,2020-10-15,2020-10-29,2020-11-05,2020-10-15
868,UAA,Under Armour,62031.0,9398.0,560.0,7690000.0,Analyst UpgradeHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,UAA,21,12.260000228881836,15.390000343322754,14.970000267028809,12.920000076293945,2020-10-15,2020-10-30,2020-11-05,2020-10-15
869,EB,Eventbrite,12369.0,2876.0,330.1,1080000.0,,2020-10-15,2020-10-15,2020-11-05,EB,21,9.010000228881836,10.550000190734863,9.5,9.579999923706055,2020-10-20,2020-10-23,2020-11-04,2020-10-15
870,PPL,PPL,11073.0,2768.0,300.0,5670000.0,Analyst Upgrade,2020-10-15,2020-10-15,2020-11-05,PPL,21,26.729999542236328,28.979999542236328,28.059999465942383,28.549999237060547,2020-10-29,2020-10-27,2020-11-05,2020-10-15
871,TWNK,Hostess Brands,8372.0,367.0,2181.2,1190000.0,Analyst DowngradeInsider SellingHeavy News Reporting,2020-10-15,2020-10-15,2020-11-05,TWNK,21,12.630000114440918,13.5,13.40999984741211,13.335000038146973,2020-10-30,2020-10-19,2020-11-05,2020-10-15
872,KRA,Kraton,2564.0,213.0,1103.8,432344.0,,2020-10-15,2020-10-15,2020-11-05,KRA,21,25.010000228881836,31.440000534057617,26.920000076293945,28.969999313354492,2020-10-15,2020-10-20,2020-11-05,2020-10-15
873,TACO,Del Taco Restaurants,6160.0,540.0,1040.7,610950.0,Analyst Upgrade,2020-10-15,2020-10-15,2020-11-05,TACO,21,7.230000019073486,10.430000305175781,7.980000019073486,10.390000343322754,2020-10-21,2020-10-15,2020-11-05,2020-10-15
874,REG,Regency Centers,3466.0,343.0,910.5,1370000.0,,2020-10-15,2020-10-15,2020-11-05,REG,21,34.56999969482422,38.91999816894531,35.900001525878906,38.540000915527344,2020-10-29,2020-10-23,2020-11-04,2020-10-15
875,EXPE,Expedia Group,77214.0,11524.0,570.0,3700000.0,Analyst Report,2020-10-15,2020-10-15,2020-11-05,EXPE,21,87.9000015258789,103.05999755859375,98.5,90.2300033569336,2020-10-15,2020-10-23,2020-11-04,2020-10-15
876,DISCK,Discovery Inc Series C,20533.0,309.0,6545.0,3030000.0,,2020-10-16,2020-10-16,2020-11-06,DISCK,21,17.34000015258789,19.809999465942383,18.8799991607666,18.979999542236328,2020-10-29,2020-11-03,2020-11-06,2020-10-16
877,ECH,iShares MSCI Chile ETF,7481.0,245.0,2953.5,100.0,High Trading VolumeHeavy News Reporting,2020-10-16,2020-10-16,2020-11-06,ECH,21,23.670000076293945,26.399999618530273,26.139999389648438,23.889999389648438,2020-10-30,2020-11-06,2020-11-06,2020-10-16
878,SBH,Sally Beauty,6938.0,283.0,2351.6,2140000.0,,2020-10-16,2020-10-16,2020-11-06,SBH,21,8.279999732971191,9.789999961853027,9.300000190734863,9.5,2020-10-30,2020-10-16,2020-11-06,2020-10-16
879,MSGS,Madison Square Garden Sports,3029.0,191.0,1485.9,237739.0,,2020-10-16,2020-10-16,2020-11-06,MSGS,21,140.14500427246094,155.89999389648438,153.02000427246094,146.50999450683594,2020-10-30,2020-10-23,2020-11-05,2020-10-16
880,SY,So-Young International,3039.0,218.0,1294.0,572832.0,Decrease in Short InterestHeavy News Reporting,2020-10-16,2020-10-16,2020-11-06,SY,21,11.25,13.800000190734863,11.989999771118164,12.9399995803833,2020-11-03,2020-10-16,2020-11-06,2020-10-16
881,DBI,Designer Brands,10654.0,795.0,1240.1,1860000.0,Heavy News Reporting,2020-10-16,2020-10-16,2020-11-06,DBI,21,4.309999942779541,5.679999828338623,5.25,5.440000057220459,2020-10-30,2020-11-05,2020-11-06,2020-10-16
882,RJF,Raymond James,2483.0,250.0,893.2,1030000.0,,2020-10-16,2020-10-16,2020-11-06,RJF,21,73.30000305175781,81.30999755859375,77.51000213623047,79.72000122070312,2020-10-29,2020-10-23,2020-11-06,2020-10-16
883,CBRE,CBRE Group,5267.0,554.0,850.7,1960000.0,,2020-10-16,2020-10-16,2020-11-06,CBRE,21,43.16999816894531,53.720001220703125,52.27000045776367,48.61000061035156,2020-10-28,2020-11-03,2020-11-06,2020-10-16
