,ticker,company,callOptionVolume,avgOptionVolume,increaseRelative2Avg,avgStockVolume,indicators,dataDate,exportedAt,expirationDate,baseSymbol,daysToExpiration,minPrice,maxPrice,finalPrice,firstPrice,minPriceDate,maxPriceDate,finalPriceDate,firstPriceDate
685,IDT,IDT,2076.0,25.0,8204.0,86459.0,High Trading VolumeHeavy News Reporting,2020-10-02,2020-10-02,2020-10-23,IDT,21,8.149999618530273,11.859999656677246,10.300000190734863,9.569999694824219,2020-10-02,2020-10-06,2020-10-22,2020-10-02
686,VVV,Valvoline,3640.0,263.0,1284.0,1860000.0,,2020-10-02,2020-10-02,2020-10-23,VVV,21,18.729999542236328,20.375,20.309999465942383,19.559999465942383,2020-10-02,2020-10-23,2020-10-23,2020-10-02
687,CARG,CarGurus,2504.0,472.0,430.5,1270000.0,Analyst DowngradeInsider Selling,2020-10-02,2020-10-02,2020-10-23,CARG,21,20.110000610351562,23.155000686645508,21.450000762939453,21.969999313354492,2020-10-22,2020-10-06,2020-10-23,2020-10-02
688,CYRX,CryoPort,3290.0,1096.0,200.2,641963.0,Analyst DowngradeHeavy News Reporting,2020-10-02,2020-10-02,2020-10-23,CYRX,21,41.83000183105469,54.93000030517578,43.97999954223633,45.20000076293945,2020-10-02,2020-10-14,2020-10-23,2020-10-02
689,VIXM,ProShares VIX Mid-Term Futures ETF,2932.0,311.0,842.8,81294.0,,2020-10-02,2020-10-02,2020-10-23,VIXM,21,38.099998474121094,42.119998931884766,38.650001525878906,41.72999954223633,2020-10-16,2020-10-02,2020-10-22,2020-10-02
690,AMCX,Amc Networks,10341.0,1498.0,590.3,1510000.0,Analyst Upgrade,2020-10-02,2020-10-02,2020-10-23,AMCX,21,21.799999237060547,24.989999771118164,23.360000610351562,24.049999237060547,2020-10-15,2020-10-22,2020-10-23,2020-10-02
691,CNP,CenterPoint Energy,20237.0,3264.0,520.0,4540000.0,,2020-10-02,2020-10-02,2020-10-23,CNP,21,19.100000381469727,22.489999771118164,22.229999542236328,19.93000030517578,2020-10-02,2020-10-23,2020-10-23,2020-10-02
692,LTHM,Livent,7020.0,1114.0,530.2,2660000.0,,2020-10-05,2020-10-05,2020-10-26,LTHM,21,10.079999923706055,12.529999732971191,10.789999961853027,11.289999961853027,2020-10-19,2020-10-08,2020-10-23,2020-10-05
693,PDCE,PDC Energy,3104.0,776.0,300.0,1950000.0,,2020-10-05,2020-10-05,2020-10-26,PDCE,21,11.869999885559082,13.640000343322754,13.15999984741211,12.430000305175781,2020-10-05,2020-10-23,2020-10-23,2020-10-05
694,GAN,GAN,7072.0,3214.0,120.0,1710000.0,Analyst Report,2020-10-05,2020-10-05,2020-10-26,GAN,21,15.09000015258789,20.479999542236328,15.630000114440918,18.190000534057617,2020-10-26,2020-10-05,2020-10-26,2020-10-05
695,REGN,Regeneron Pharmaceuticals,7211.0,3605.0,100.0,1130000.0,Analyst Upgrade,2020-10-05,2020-10-05,2020-10-26,REGN,21,566.0399780273438,619.969970703125,579.8099975585938,605.0800170898438,2020-10-22,2020-10-05,2020-10-23,2020-10-05
696,AINV,Apollo Investment,15880.0,488.0,3154.1,728403.0,,2020-10-05,2020-10-05,2020-10-26,AINV,21,8.050000190734863,8.890000343322754,8.319999694824219,8.779999732971191,2020-10-21,2020-10-05,2020-10-23,2020-10-05
697,ADNT,Adient,6632.0,470.0,1311.1,1420000.0,Decrease in Short Interest,2020-10-05,2020-10-05,2020-10-26,ADNT,21,20.0,25.219999313354492,22.809999465942383,21.329999923706055,2020-10-05,2020-10-23,2020-10-26,2020-10-05
698,AAN,Aaron's,5091.0,368.0,1283.4,947261.0,,2020-10-05,2020-10-05,2020-10-26,AAN,21,,,,,,,,
699,GPRE,Green Plains,5839.0,452.0,1191.8,659814.0,Decrease in Short Interest,2020-10-05,2020-10-05,2020-10-26,GPRE,21,15.510000228881836,17.3799991607666,15.619999885559082,16.020000457763672,2020-10-26,2020-10-19,2020-10-26,2020-10-05
700,CRVS,Corvus Pharmaceuticals,3022.0,332.0,810.2,847269.0,Heavy News Reporting,2020-10-05,2020-10-05,2020-10-26,CRVS,21,3.7799999713897705,5.739999771118164,3.9600000381469727,4.860000133514404,2020-10-12,2020-10-05,2020-10-23,2020-10-05
701,GEL,Genesis Energy,6089.0,684.0,790.2,1580000.0,,2020-10-05,2020-10-05,2020-10-26,GEL,21,4.550000190734863,5.179999828338623,4.78000020980835,4.989999771118164,2020-10-19,2020-10-06,2020-10-26,2020-10-05
702,ACWI,iShares MSCI ACWI ETF,8412.0,1201.0,600.4,4120000.0,Heavy News Reporting,2020-10-05,2020-10-05,2020-10-26,ACWI,21,80.16999816894531,84.02999877929688,81.05000305175781,81.2300033569336,2020-10-06,2020-10-12,2020-10-26,2020-10-05
703,NUAN,Nuance Communications,12781.0,1966.0,550.1,3800000.0,Increase in Short Interest,2020-10-05,2020-10-05,2020-10-26,NUAN,21,32.529998779296875,35.650001525878906,33.040000915527344,33.45000076293945,2020-10-26,2020-10-19,2020-10-26,2020-10-05
704,PAYX,Paychex,8958.0,1828.0,390.0,2260000.0,Upcoming EarningsDecrease in Short Interest,2020-10-05,2020-10-05,2020-10-26,PAYX,21,79.06999969482422,85.12000274658203,82.4800033569336,81.44999694824219,2020-10-06,2020-10-23,2020-10-26,2020-10-05
705,ELY,Callaway Golf,15152.0,3092.0,390.0,1610000.0,,2020-10-05,2020-10-05,2020-10-26,ELY,21,19.15999984741211,20.889999389648438,19.899999618530273,20.040000915527344,2020-10-13,2020-10-16,2020-10-26,2020-10-05
706,LEVI,Levi Strauss & Co.,10919.0,2481.0,340.1,1530000.0,Upcoming EarningsInsider Selling,2020-10-05,2020-10-05,2020-10-26,LEVI,21,14.359999656677246,16.975000381469727,16.81999969482422,15.010000228881836,2020-10-05,2020-10-23,2020-10-23,2020-10-05
707,TEN,Tenneco,4057.0,989.0,310.2,1630000.0,,2020-10-05,2020-10-05,2020-10-26,TEN,21,7.71999979019165,9.600000381469727,9.130000114440918,8.329999923706055,2020-10-05,2020-10-23,2020-10-26,2020-10-05
708,ACM,Aecom,5462.0,1400.0,290.1,1810000.0,,2020-10-05,2020-10-05,2020-10-26,ACM,21,43.79999923706055,47.29999923706055,44.83000183105469,44.34000015258789,2020-10-06,2020-10-19,2020-10-26,2020-10-05
709,EXPI,eXp World,3335.0,901.0,270.1,507673.0,,2020-10-05,2020-10-05,2020-10-26,EXPI,21,20.559999465942383,31.25,20.764999389648438,25.34000015258789,2020-10-26,2020-10-16,2020-10-26,2020-10-05
710,MTOR,Meritor,2669.0,164.0,1527.4,1090000.0,,2020-10-05,2020-10-05,2020-10-26,MTOR,21,23.020000457763672,26.760000228881836,26.15999984741211,24.079999923706055,2020-10-05,2020-10-14,2020-10-23,2020-10-05
711,EXC,Exelon,22395.0,1947.0,1050.2,6310000.0,Analyst Report,2020-10-05,2020-10-05,2020-10-26,EXC,21,35.72999954223633,42.77000045776367,41.70000076293945,36.790000915527344,2020-10-05,2020-10-21,2020-10-26,2020-10-05
712,TEX,Terex,2455.0,236.0,940.3,938789.0,Analyst Revision,2020-10-05,2020-10-05,2020-10-26,TEX,21,22.209999084472656,27.440000534057617,26.809999465942383,24.040000915527344,2020-10-05,2020-10-23,2020-10-23,2020-10-05
713,UPLD,Upland Software,4085.0,453.0,801.8,288687.0,Decrease in Short Interest,2020-10-05,2020-10-05,2020-10-26,UPLD,21,39.93000030517578,45.9900016784668,41.90999984741211,41.439998626708984,2020-10-05,2020-10-19,2020-10-26,2020-10-05
714,AMX,America Movil SAB de CV ADR Series L,9223.0,823.0,1020.7,3290000.0,,2020-10-05,2020-10-05,2020-10-26,AMX,21,12.279999732971191,13.729999542236328,12.609999656677246,12.479999542236328,2020-10-06,2020-10-21,2020-10-26,2020-10-05
715,IOVA,Iovance Biotherapeutics,10043.0,2282.0,340.1,1710000.0,Analyst ReportHeavy News Reporting,2020-10-06,2020-10-06,2020-10-27,IOVA,21,24.670000076293945,38.75,36.970001220703125,28.100000381469727,2020-10-06,2020-10-26,2020-10-26,2020-10-06
716,AYX,Alteryx,16040.0,6973.0,130.0,1980000.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,AYX,21,134.0,154.8300018310547,137.58999633789062,145.9600067138672,2020-10-22,2020-10-12,2020-10-26,2020-10-06
717,ALXN,Alexion Pharmaceuticals,5402.0,3601.0,50.0,2230000.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,ALXN,21,114.69000244140625,128.57000732421875,120.0,116.08000183105469,2020-10-06,2020-10-09,2020-10-27,2020-10-06
718,SKF,ProShares UltraShort Financials,2661.0,194.0,1271.6,208075.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,SKF,21,20.3799991607666,22.920000076293945,22.920000076293945,22.1200008392334,2020-10-12,2020-10-27,2020-10-27,2020-10-06
719,TD,Toronto-Dominion Bank,6248.0,1249.0,400.2,1990000.0,Analyst DowngradeHeavy News Reporting,2020-10-06,2020-10-06,2020-10-27,TD,21,44.849998474121094,48.29999923706055,45.279998779296875,47.56999969482422,2020-10-21,2020-10-06,2020-10-26,2020-10-06
720,XSPA,XpresSpa Group,22848.0,7140.0,220.0,7700000.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,XSPA,21,1.909999966621399,2.890000104904175,1.9600000381469727,2.5299999713897705,2020-10-22,2020-10-06,2020-10-27,2020-10-06
721,COOP,Mr. Cooper Group,6185.0,2132.0,190.1,1050000.0,Analyst DowngradeIncrease in Short Interest,2020-10-06,2020-10-06,2020-10-27,COOP,21,21.690000534057617,25.139999389648438,22.040000915527344,23.5,2020-10-22,2020-10-20,2020-10-27,2020-10-06
722,GES,Guess',4691.0,1737.0,170.1,1600000.0,,2020-10-06,2020-10-06,2020-10-27,GES,21,12.4399995803833,14.279999732971191,12.979999542236328,13.220000267028809,2020-10-21,2020-10-12,2020-10-27,2020-10-06
723,DPZ,Domino's Pizza,12726.0,5302.0,140.0,844014.0,Upcoming Earnings,2020-10-06,2020-10-06,2020-10-27,DPZ,21,386.3299865722656,433.5199890136719,394.6099853515625,427.5299987792969,2020-10-23,2020-10-06,2020-10-26,2020-10-06
724,ATUS,Altice USA,7564.0,3151.0,140.1,6330000.0,Analyst UpgradeHeavy News Reporting,2020-10-06,2020-10-06,2020-10-27,ATUS,21,26.329999923706055,29.0,26.889999389648438,26.389999389648438,2020-10-06,2020-10-19,2020-10-27,2020-10-06
725,AMWL,American Well,5144.0,2236.0,130.1,3790000.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,AMWL,21,29.520000457763672,41.79999923706055,30.040000915527344,35.86000061035156,2020-10-26,2020-10-07,2020-10-26,2020-10-06
726,QGEN,Qiagen,8700.0,1380.0,530.4,1790000.0,Analyst Upgrade,2020-10-06,2020-10-06,2020-10-27,QGEN,21,48.540000915527344,55.27000045776367,50.0,54.2599983215332,2020-10-26,2020-10-12,2020-10-27,2020-10-06
727,MLM,Martin Marietta Materials,4616.0,782.0,490.3,694349.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,MLM,21,248.74000549316406,277.42999267578125,255.52999877929688,249.63999938964844,2020-10-06,2020-10-09,2020-10-27,2020-10-06
728,HST,Host Hotels and Resorts,13589.0,2717.0,400.1,11820000.0,Analyst ReportHeavy News Reporting,2020-10-06,2020-10-06,2020-10-27,HST,21,10.630000114440918,11.979999542236328,10.859999656677246,11.300000190734863,2020-10-21,2020-10-09,2020-10-27,2020-10-06
729,TAN,Invesco Solar ETF,14643.0,3183.0,360.0,558808.0,Heavy News Reporting,2020-10-06,2020-10-06,2020-10-27,TAN,21,67.73999786376953,78.36000061035156,68.2699966430664,71.31999969482422,2020-10-27,2020-10-20,2020-10-27,2020-10-06
730,GORO,Gold Resource,2665.0,619.0,330.5,1200000.0,Dividend AnnouncementAnalyst DowngradeHeavy News Reporting,2020-10-06,2020-10-06,2020-10-27,GORO,21,2.690000057220459,3.3399999141693115,2.9000000953674316,2.7899999618530273,2020-10-07,2020-10-06,2020-10-26,2020-10-06
731,ARNA,Arena Pharmaceuticals,10551.0,573.0,1741.4,650285.0,,2020-10-06,2020-10-06,2020-10-27,ARNA,21,75.66999816894531,86.58000183105469,85.5,77.1500015258789,2020-10-06,2020-10-13,2020-10-26,2020-10-06
732,PAA,Plains All American Pipeline,16415.0,2026.0,710.2,6400000.0,,2020-10-06,2020-10-06,2020-10-27,PAA,21,5.619999885559082,7.0,6.429999828338623,5.789999961853027,2020-10-07,2020-10-14,2020-10-27,2020-10-06
733,XEC,Cimarex Energy,3852.0,687.0,460.7,2290000.0,,2020-10-06,2020-10-06,2020-10-27,XEC,21,23.399999618530273,28.15999984741211,26.049999237060547,23.579999923706055,2020-10-07,2020-10-21,2020-10-26,2020-10-06
734,OCUL,Ocular Therapeutix,2748.0,499.0,450.7,897170.0,Heavy News Reporting,2020-10-07,2020-10-07,2020-10-28,OCUL,21,9.199999809265137,12.420000076293945,9.6899995803833,10.819999694824219,2020-10-07,2020-10-14,2020-10-27,2020-10-07
735,LNG,Cheniere Energy,8060.0,2178.0,270.1,2340000.0,,2020-10-07,2020-10-07,2020-10-28,LNG,21,45.95000076293945,51.52000045776367,47.43000030517578,46.33000183105469,2020-10-28,2020-10-15,2020-10-28,2020-10-07
736,FIZZ,National Beverage,4732.0,1352.0,250.0,300637.0,,2020-10-07,2020-10-07,2020-10-28,FIZZ,21,37.36000061035156,46.70500183105469,40.244998931884766,38.25,2020-10-07,2020-10-22,2020-10-28,2020-10-07
737,MDLZ,Mondelez International,18416.0,5580.0,230.0,7390000.0,,2020-10-07,2020-10-07,2020-10-28,MDLZ,21,54.790000915527344,59.11000061035156,55.0099983215332,56.189998626708984,2020-10-26,2020-10-14,2020-10-27,2020-10-07
738,FLR,Fluor Co. (NEW),9249.0,2983.0,210.1,3050000.0,,2020-10-07,2020-10-07,2020-10-28,FLR,21,9.569999694824219,12.550000190734863,10.859999656677246,10.899999618530273,2020-10-07,2020-10-23,2020-10-28,2020-10-07
739,VGK,Vanguard FTSE Europe ETF,4106.0,1368.0,200.1,5150000.0,Heavy News Reporting,2020-10-07,2020-10-07,2020-10-28,VGK,21,49.47999954223633,54.90999984741211,49.58000183105469,53.47999954223633,2020-10-28,2020-10-12,2020-10-28,2020-10-07
740,FUN,Cedar Fair,2943.0,1131.0,160.2,859008.0,Analyst UpgradeAnalyst Revision,2020-10-07,2020-10-07,2020-10-28,FUN,21,24.479999542236328,28.549999237060547,24.84000015258789,27.860000610351562,2020-10-28,2020-10-09,2020-10-28,2020-10-07
741,GRWG,GrowGeneration,16148.0,8971.0,80.0,2220000.0,,2020-10-07,2020-10-07,2020-10-28,GRWG,21,16.229999542236328,21.329999923706055,16.5,17.360000610351562,2020-10-07,2020-10-26,2020-10-28,2020-10-07
742,CLSK,CleanSpark,3725.0,2191.0,70.0,2670000.0,Analyst UpgradeHeavy News Reporting,2020-10-07,2020-10-07,2020-10-28,CLSK,21,6.920000076293945,11.890000343322754,7.210000038146973,10.75,2020-10-28,2020-10-07,2020-10-28,2020-10-07
743,SEDG,Solaredge Technologies,4740.0,2962.0,60.0,1240000.0,Insider Selling,2020-10-07,2020-10-07,2020-10-28,SEDG,21,254.69000244140625,317.8800048828125,263.8299865722656,305.1499938964844,2020-10-28,2020-10-20,2020-10-28,2020-10-07
744,SPGI,S&P Global,2744.0,1715.0,60.0,1380000.0,Dividend AnnouncementAnalyst ReportAnalyst Revision,2020-10-07,2020-10-07,2020-10-28,SPGI,21,328.8500061035156,364.0899963378906,330.8500061035156,354.8999938964844,2020-10-27,2020-10-12,2020-10-27,2020-10-07
745,CNR,Cornerstone Building Brands,5248.0,206.0,2447.6,674992.0,,2020-10-07,2020-10-07,2020-10-28,CNR,21,7.659999847412109,10.199999809265137,7.71999979019165,9.050000190734863,2020-10-27,2020-10-08,2020-10-27,2020-10-07
746,PBW,PowerShares WilderHill Clean Energy,2100.0,112.0,1775.0,100.0,High Trading VolumeHeavy News Reporting,2020-10-07,2020-10-07,2020-10-28,PBW,21,64.30000305175781,71.62000274658203,64.83000183105469,69.30999755859375,2020-10-26,2020-10-20,2020-10-27,2020-10-07
747,LPX,Louisiana-Pacific,12533.0,1292.0,870.0,1510000.0,Analyst Revision,2020-10-07,2020-10-07,2020-10-28,LPX,21,27.010000228881836,32.65999984741211,27.899999618530273,31.639999389648438,2020-10-28,2020-10-21,2020-10-28,2020-10-07
748,DDD,3D Systems,25111.0,2790.0,800.0,2420000.0,Heavy News Reporting,2020-10-07,2020-10-07,2020-10-28,DDD,21,5.449999809265137,8.579999923706055,5.980000019073486,6.360000133514404,2020-10-07,2020-10-22,2020-10-28,2020-10-07
749,GGB,Gerdau,6805.0,972.0,600.1,9770000.0,Analyst Downgrade,2020-10-07,2020-10-07,2020-10-28,GGB,21,3.8399999141693115,4.239999771118164,4.199999809265137,3.9200000762939453,2020-10-13,2020-10-27,2020-10-27,2020-10-07
750,RACE,Ferrari,3717.0,590.0,530.0,358745.0,Analyst Report,2020-10-07,2020-10-07,2020-10-28,RACE,21,180.47999572753906,194.3699951171875,185.33999633789062,183.39999389648438,2020-10-07,2020-10-20,2020-10-27,2020-10-07
751,PMT,PennyMac Mortgage Investment Trust,2745.0,653.0,320.4,1590000.0,Analyst Report,2020-10-07,2020-10-07,2020-10-28,PMT,21,15.6899995803833,17.56999969482422,15.6899995803833,16.860000610351562,2020-10-27,2020-10-09,2020-10-27,2020-10-07
752,AVTR,Avantor,3981.0,1047.0,280.2,5580000.0,,2020-10-07,2020-10-07,2020-10-28,AVTR,21,23.010000228881836,25.700000762939453,23.3700008392334,24.25,2020-10-15,2020-10-21,2020-10-28,2020-10-07
753,XONE,ExOne,2956.0,343.0,761.8,180850.0,,2020-10-07,2020-10-07,2020-10-28,XONE,21,10.550000190734863,14.6899995803833,10.720000267028809,13.199999809265137,2020-10-28,2020-10-12,2020-10-28,2020-10-07
754,OESX,Orion Energy Systems,6745.0,214.0,3051.9,488470.0,Heavy News Reporting,2020-10-08,2020-10-08,2020-10-29,OESX,21,6.599999904632568,9.300000190734863,6.789999961853027,8.449999809265137,2020-10-28,2020-10-08,2020-10-28,2020-10-08
755,EV,Eaton Vance,2615.0,89.0,2838.2,729282.0,Analyst DowngradeHeavy News Reporting,2020-10-08,2020-10-08,2020-10-29,EV,21,58.7599983215332,62.45000076293945,59.689998626708984,60.650001525878906,2020-10-29,2020-10-23,2020-10-29,2020-10-08
756,ATEC,Alphatec,2060.0,74.0,2683.8,487225.0,Analyst Report,2020-10-08,2020-10-08,2020-10-29,ATEC,21,8.050000190734863,11.380000114440918,8.970000267028809,9.420000076293945,2020-10-08,2020-10-14,2020-10-29,2020-10-08
757,LQD,iShares iBoxx $ Investment Grade Corporate Bond ETF,109169.0,22743.0,380.0,14810000.0,Heavy News Reporting,2020-10-08,2020-10-08,2020-10-29,LQD,21,134.0800018310547,135.89999389648438,134.42999267578125,134.6199951171875,2020-10-29,2020-10-14,2020-10-29,2020-10-08
758,IBM,IBM,83012.0,27670.0,200.0,5440000.0,,2020-10-08,2020-10-08,2020-10-29,IBM,21,105.91999816894531,135.5,108.91000366210938,131.49000549316406,2020-10-28,2020-10-08,2020-10-29,2020-10-08
759,JMIA,Jumia Technologies,38178.0,15271.0,150.0,4890000.0,Heavy News Reporting,2020-10-08,2020-10-08,2020-10-29,JMIA,21,8.720000267028809,19.600000381469727,17.270000457763672,10.520000457763672,2020-10-08,2020-10-26,2020-10-29,2020-10-08
760,MRO,Marathon Oil,54076.0,23511.0,130.0,32010000.0,Dividend CutAnalyst Revision,2020-10-08,2020-10-08,2020-10-29,MRO,21,3.819999933242798,4.559999942779541,3.8499999046325684,4.380000114440918,2020-10-28,2020-10-23,2020-10-28,2020-10-08
761,PETS,Petmed Express,3449.0,1499.0,130.1,650953.0,Heavy News Reporting,2020-10-08,2020-10-08,2020-10-29,PETS,21,27.670000076293945,33.7599983215332,30.6200008392334,32.709999084472656,2020-10-26,2020-10-09,2020-10-29,2020-10-08
762,FANG,Diamondback Energy,7851.0,3568.0,120.0,3410000.0,Analyst RevisionHeavy News Reporting,2020-10-08,2020-10-08,2020-10-29,FANG,21,23.6299991607666,32.38999938964844,25.540000915527344,31.1200008392334,2020-10-29,2020-10-14,2020-10-29,2020-10-08
763,AES,AES,34043.0,2225.0,1430.0,5740000.0,,2020-10-08,2020-10-08,2020-10-29,AES,21,18.780000686645508,20.760000228881836,19.530000686645508,19.440000534057617,2020-10-08,2020-10-23,2020-10-29,2020-10-08
764,VRNT,Verint Systems,2686.0,559.0,380.5,531521.0,,2020-10-08,2020-10-08,2020-10-29,VRNT,21,24.26897621154785,27.615894317626953,24.40652084350586,26.882322311401367,2020-10-28,2020-10-12,2020-10-28,2020-10-08
765,IHRT,iHeartMedia,5002.0,324.0,1443.8,243260.0,Analyst DowngradeHigh Trading Volume,2020-10-09,2020-10-09,2020-10-30,IHRT,21,7.710000038146973,9.109999656677246,8.220000267028809,8.130000114440918,2020-10-15,2020-10-23,2020-10-30,2020-10-09
766,SPTN,SpartanNash,3868.0,290.0,1233.8,455746.0,Analyst ReportHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,SPTN,21,18.25,23.450000762939453,18.40999984741211,21.489999771118164,2020-10-30,2020-10-09,2020-10-30,2020-10-09
767,CRK,Comstock Resources,12660.0,959.0,1220.1,1450000.0,Analyst UpgradeHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,CRK,21,5.090000152587891,6.28000020980835,5.309999942779541,5.650000095367432,2020-10-29,2020-10-22,2020-10-30,2020-10-09
768,WBT,Welbilt,16524.0,1424.0,1060.4,1860000.0,Analyst Upgrade,2020-10-09,2020-10-09,2020-10-30,WBT,21,5.849999904632568,7.400000095367432,6.079999923706055,7.039999961853027,2020-10-29,2020-10-23,2020-10-30,2020-10-09
769,TRUE,TrueCar,7977.0,731.0,991.2,1220000.0,,2020-10-09,2020-10-09,2020-10-30,TRUE,21,4.309999942779541,5.909999847412109,4.360000133514404,5.230000019073486,2020-10-30,2020-10-09,2020-10-30,2020-10-09
770,LBTYK,Liberty Global,11945.0,1159.0,930.6,3510000.0,Heavy News Reporting,2020-10-09,2020-10-09,2020-10-30,LBTYK,21,18.360000610351562,22.399999618530273,18.6299991607666,21.6200008392334,2020-10-29,2020-10-13,2020-10-29,2020-10-09
771,CDNA,CareDx,2505.0,258.0,870.9,685032.0,Analyst UpgradeInsider SellingHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,CDNA,21,48.040000915527344,55.8849983215332,49.04999923706055,53.95500183105469,2020-10-30,2020-10-30,2020-10-30,2020-10-09
772,EXTR,Extreme Networks,3396.0,357.0,851.3,1460000.0,Analyst DowngradeHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,EXTR,21,4.300000190734863,4.960000038146973,4.480000019073486,4.610000133514404,2020-10-15,2020-10-09,2020-10-29,2020-10-09
773,JEF,Jefferies Financial Group,3636.0,534.0,580.9,2290000.0,,2020-10-09,2020-10-09,2020-10-30,JEF,21,18.780000686645508,20.719999313354492,19.510000228881836,19.81999969482422,2020-10-29,2020-10-14,2020-10-30,2020-10-09
774,PLT,Plantronics,4427.0,725.0,510.6,1130000.0,,2020-10-09,2020-10-09,2020-10-30,PLT,21,13.800000190734863,19.950000762939453,18.989999771118164,14.5600004196167,2020-10-09,2020-10-20,2020-10-29,2020-10-09
775,XLNX,Xilinx,48130.0,8912.0,440.1,3010000.0,Heavy News Reporting,2020-10-09,2020-10-09,2020-10-30,XLNX,21,111.2300033569336,130.39999389648438,118.69000244140625,120.94000244140625,2020-10-21,2020-10-27,2020-10-30,2020-10-09
776,PAGP,Plains GP,5543.0,1351.0,310.3,3550000.0,Dividend AnnouncementHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,PAGP,21,5.78000020980835,7.28000020980835,6.389999866485596,6.679999828338623,2020-10-29,2020-10-14,2020-10-30,2020-10-09
777,MVIS,MicroVision,29006.0,8057.0,260.0,12180000.0,Analyst UpgradeHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,MVIS,21,1.7000000476837158,2.890000104904175,1.7300000190734863,2.609999895095825,2020-10-30,2020-10-09,2020-10-30,2020-10-09
778,CCXI,ChemoCentryx,3359.0,1017.0,230.3,660245.0,,2020-10-09,2020-10-09,2020-10-30,CCXI,21,45.09000015258789,61.0,49.52000045776367,59.27000045776367,2020-10-29,2020-10-14,2020-10-29,2020-10-09
779,UDN,Invesco DB US Dollar Index Bearish Fund,3164.0,958.0,230.3,97363.0,Heavy News Reporting,2020-10-09,2020-10-09,2020-10-30,UDN,21,20.860000610351562,21.229999542236328,20.899999618530273,21.100000381469727,2020-10-29,2020-10-21,2020-10-29,2020-10-09
780,VUG,Vanguard Growth ETF,7270.0,432.0,1582.9,1230000.0,Heavy News Reporting,2020-10-09,2020-10-09,2020-10-30,VUG,21,222.4600067138672,242.5800018310547,225.50999450683594,235.42999267578125,2020-10-28,2020-10-12,2020-10-29,2020-10-09
781,MDC,M.D.C.,2288.0,286.0,700.0,600751.0,Analyst Upgrade,2020-10-09,2020-10-09,2020-10-30,MDC,21,38.13888931274414,48.61111068725586,40.296295166015625,46.89814758300781,2020-10-30,2020-10-16,2020-10-30,2020-10-09
782,TRGP,Targa Resources,28285.0,2438.0,1060.2,4020000.0,Analyst Report,2020-10-09,2020-10-09,2020-10-30,TRGP,21,15.210000038146973,18.149999618530273,16.049999237060547,16.770000457763672,2020-10-29,2020-10-14,2020-10-30,2020-10-09
783,NIU,Niu Technologies,2239.0,223.0,904.0,529561.0,Analyst UpgradeHeavy News Reporting,2020-10-09,2020-10-09,2020-10-30,NIU,21,23.5,33.5099983215332,26.270000457763672,27.049999237060547,2020-10-09,2020-10-19,2020-10-30,2020-10-09
784,FGEN,FibroGen,4058.0,379.0,970.7,700029.0,,2020-10-12,2020-10-12,2020-11-02,FGEN,21,37.5,49.70000076293945,39.20000076293945,48.970001220703125,2020-10-29,2020-10-12,2020-11-02,2020-10-12
785,AKBA,Akebia Therapeutics,14200.0,1820.0,680.2,2780000.0,Heavy News Reporting,2020-10-12,2020-10-12,2020-11-02,AKBA,21,2.0899999141693115,4.179999828338623,2.2200000286102295,3.319999933242798,2020-10-30,2020-10-23,2020-10-30,2020-10-12
786,DDS,Dillard's,3808.0,1153.0,230.3,609868.0,Analyst Report,2020-10-12,2020-10-12,2020-11-02,DDS,21,43.25,61.5,44.72999954223633,53.45000076293945,2020-10-30,2020-10-12,2020-10-30,2020-10-12
787,VUZI,Vuzix,4309.0,2693.0,60.0,1630000.0,,2020-10-12,2020-10-12,2020-11-02,VUZI,21,3.75,5.309999942779541,3.819999933242798,4.739999771118164,2020-10-30,2020-10-12,2020-11-02,2020-10-12
788,ALKS,Alkermes,5524.0,812.0,580.3,1620000.0,,2020-10-12,2020-10-12,2020-11-02,ALKS,21,15.350000381469727,19.110000610351562,16.3799991607666,17.530000686645508,2020-10-28,2020-10-12,2020-11-02,2020-10-12
789,PGR,Progressive,7980.0,1375.0,480.4,3140000.0,Upcoming Earnings,2020-10-12,2020-10-12,2020-11-02,PGR,21,90.08000183105469,102.05000305175781,91.9000015258789,101.37999725341797,2020-10-29,2020-10-13,2020-10-30,2020-10-12
790,GOGO,Gogo,42135.0,8427.0,400.0,3740000.0,,2020-10-12,2020-10-12,2020-11-02,GOGO,21,8.020000457763672,11.970000267028809,8.3149995803833,10.020000457763672,2020-10-30,2020-10-19,2020-11-02,2020-10-12
791,FOUR,4Licensing,3320.0,706.0,370.3,765215.0,,2020-10-12,2020-10-12,2020-11-02,FOUR,21,47.060001373291016,62.59000015258789,50.90999984741211,60.04999923706055,2020-10-30,2020-10-12,2020-10-30,2020-10-12
